Doc_Id,Sent_Id,Token,Pos_Tag,Ner_Tag
3,52,hơn,A,O
3,52,như,C,O
3,52,đứng,V,O
3,52,lên,V,O
3,52,khung,N,B-Cat
3,52,hay,C,O
3,52,bốc,V,O
3,52,xe,N,B-Cat
3,52,lên,V,O
3,52,.,F,O
3,53,Bộ_phận,N,O
3,53,thiết_kế,V,O
3,53,chờ,V,O
3,53,để,E,O
3,53,gắn,V,O
3,53,phanh,N,B-Cat
3,53,sau,E,I-Cat
3,53,độc_đáo,N,B-Inf
3,53,của,E,O
3,53,Strider,Np,B-Bra
3,53,cho,V,O
3,53,phép,N,O
3,53,gắn,V,O
3,53,thêm,V,O
3,53,phanh,N,B-Cat
3,53,chân,N,I-Cat
3,53,khi,N,O
3,53,trẻ,N,O
3,53,đã,R,O
3,53,để,V,O
3,53,chân_thành_thạo,V,O
3,53,.,F,O
3,54,Bộ,Nc,O
3,54,phanh,N,B-Cat
3,54,được,V,O
3,54,bán,V,O
3,54,riêng,A,O
3,54,.,F,O
3,55,Xe,N,B-Cat
3,55,thăng_bằng,N,I-Cat
3,55,trẻ_em,N,I-Cat
3,55,Strider_Sport,Np,B-Bra
3,55,ST,Np,B-Cat
3,55,-,F,I-Cat
3,55,SPK,Ny,I-Cat
3,55,món,Nc,O
3,55,quà,N,O
3,55,ý_nghĩa,N,O
3,55,dành,V,O
3,55,cho,E,O
3,55,trẻ,N,O
3,55,Chi_tiết,N,O
3,55,sản_phẩm,N,O
3,55,Thông_tin,N,O
3,55,thương_hiệu,N,O
3,55,:,F,O
3,55,Strider,Np,B-Bra
3,55,được,V,O
3,55,thành_lập,V,O
3,55,vào,E,O
3,55,năm,N,O
3,55,2007,M,O
3,55,với,E,O
3,55,tên,N,O
3,55,gọi,V,O
3,55,Strider_Sport_International,Np,B-Bra
3,55,Inc,Np,I-Bra
3,55,",",F,O
3,55,có,V,O
3,55,trụ_sở,N,O
3,55,chính,T,O
3,55,tại,E,O
3,55,Rapid_City,Np,O
3,55,",",F,O
3,55,South_Dakota,Np,O
3,55,",",F,O
3,55,Mỹ,Np,O
3,55,.,F,O
3,56,Là,V,O
3,56,nhãn_hiệu,N,O
3,56,nổi,V,O
3,56,tiếngthế,N,O
3,56,giới,N,O
3,56,về,V,O
3,56,xe,N,B-Cat
3,56,thăng_bằng,N,I-Cat
3,56,và,C,O
3,56,đã,R,O
3,56,bán,V,O
3,56,hơn,A,O
3,56,1,M,O
3,56,triệu,M,O
3,56,xe,N,B-Cat
3,56,từ,E,O
3,56,năm,N,O
3,56,2007,M,O
3,56,.,F,O
3,57,Sứ_mệnh,N,O
3,57,của,E,O
3,57,Strider,Np,B-Bra
3,57,là,V,O
3,57,tạo,V,O
3,57,nên,C,O
3,57,những,L,O
3,57,mẫu,N,O
3,57,xe,N,B-Cat
3,57,nhẹ,A,B-Inf
3,57,",",F,O
3,57,hiệu_quả,N,B-Inf
3,57,và,C,O
3,57,phù_hợp,V,O
3,57,với,E,O
3,57,mọi,L,O
3,57,loại,Nc,O
3,57,địa_hình,N,O
3,57,và,C,O
3,57,xe,N,B-Cat
3,57,Strider,Np,B-Bra
3,57,chính,T,O
3,57,là,V,O
3,57,thành_quả,N,O
3,57,nghiên_cứu,V,O
3,57,chế_tạo,V,O
3,57,tuyệt_vời,A,O
3,57,",",F,O
3,57,khuyến_khích,V,O
3,57,trẻ,N,O
3,57,vận_động,V,O
3,57,sáng_tạo,V,O
3,57,",",F,O
3,57,từ,E,O
3,57,đó,P,O
3,57,giúp,V,O
3,57,trẻ,N,O
3,57,tự_tin,V,O
3,57,và,C,O
3,57,phát_triển,V,O
3,57,toàn_diện,A,O
3,57,.,F,O
4,58,-,F,O
4,58,Đơn,N,O
4,58,hàng,N,O
4,58,xe_máy,N,B-Cat
4,58,thanh_toán,V,O
4,58,trả,V,O
4,58,sau,N,O
4,58,(,F,O
4,58,COD,Ny,O
4,58,),F,O
4,58,phát_sinh,V,O
4,58,trong,E,O
4,58,vòng,N,O
4,58,3,M,O
4,58,ngày,N,O
4,58,không,R,O
4,58,thanh_toán,V,O
4,58,sẽ,R,O
4,58,tự_động,V,O
4,58,hủy,V,O
4,58,.,F,O
4,59,-,F,O
4,59,Quý_khách,N,O
4,59,nhận,V,O
4,59,xe,N,B-Cat
4,59,và,C,O
4,59,làm,V,O
4,59,thủ_tục,N,O
4,59,giấy_tờ,A,O
4,59,tại,E,O
4,59,đại_lý,N,O
4,59,chính,T,O
4,59,hãng,N,O
4,59,.,F,O
4,60,-,F,O
4,60,Ngày,N,O
4,60,nhận,V,O
4,60,xe,N,B-Cat
4,60,sẽ,R,O
4,60,theo,V,O
4,60,lịch,N,O
4,60,của,E,O
4,60,Đại_lý,N,O
4,60,và,C,O
4,60,xác_nhận,N,O
4,60,của,E,O
4,60,nhân_viên,N,O
4,60,Adayroi,Np,O
4,60,với,E,O
4,60,Khách_hàng,N,O
4,60,.,F,O
4,61,-,F,O
4,61,Hàng,N,O
4,61,đã,R,O
4,61,nhận,V,O
4,61,không,R,O
4,61,được,V,O
4,61,đổi,V,O
4,61,trả,V,O
4,61,(,F,O
4,61,điều_kiện,N,O
4,61,đổi,V,O
4,61,trả,V,O
4,61,theo,E,O
4,61,quy_định,N,O
4,61,của,E,O
4,61,Honda,Np,O
4,61,Việt_Nam,Np,O
4,61,),F,O
4,61,.,F,O
4,62,-,F,O
4,62,Giá,N,O
4,62,bán,V,O
4,62,xe,N,O
4,62,đã,R,O
4,62,bao_gồm,V,O
4,62,thuế,N,O
4,62,VAT,Ny,O
4,62,",",F,O
4,62,không,R,O
4,62,bao_gồm,V,O
4,62,thuế,N,O
4,62,trước_bạ,V,O
4,62,và,C,O
4,62,các,L,O
4,62,chi_phí,N,O
4,62,khác,A,O
4,62,.,F,O
4,63,-,F,O
4,63,Thông_số,N,O
4,63,kỹ_thuật,N,O
4,63,và,C,O
4,63,các,L,O
4,63,trang_thiết_bị,N,O
4,63,có_thể,R,O
4,63,thay_đổi,V,O
4,63,(,F,O
4,63,bởi,E,O
4,63,nhà,N,O
4,63,sản_xuất,V,O
4,63,),F,O
4,63,mà,C,O
4,63,không,R,O
4,63,được,R,O
4,63,báo,V,O
4,63,trước,N,O
4,63,.,F,O
4,64,Phiên_bản,N,O
4,64,Cao_cấp,A,B-Inf
4,64,Trọng_lượng,N,O
4,64,122kg,M,B-Inf
4,64,Độ,N,O
4,64,cao,A,O
4,64,yên,A,B-Cat
4,64,780mm,M,B-Inf
4,64,Dung_tích,N,O
4,64,nhớt,V,O
4,64,máy,N,O
4,64,1.1,M,B-Inf
4,65,L,Ny,B-Inf
4,65,Công_suất,N,O
4,65,tối_đa,A,O
4,65,"11,5",M,B-Inf
4,65,kW,Nu,I-Inf
4,65,/,F,I-Inf
4,65,9.000,M,I-Inf
4,66,vòng,N,B-Inf
4,66,/,F,I-Inf
4,66,phút,Nu,I-Inf
4,66,Dung_tích,V,O
4,66,xi_lanh,N,O
4,66,149.1,M,B-Inf
4,67,cc,N,B-Inf
4,67,Dung_tích,V,O
4,67,bình,N,O
4,67,xăng,N,O
4,67,4.5,M,B-Inf
4,68,ml,N,B-Inf
4,68,Xuất_xứ,N,O
4,68,Việt_Nam_Lốp,Np,O
4,68,trước,A,O
4,68,90/80,M,O
4,68,-,F,O
4,68,17M,M,O
4,68,/,F,O
4,68,C,Ny,O
4,68,46P,Ny,O
4,68,Lốp,Np,O
4,68,sau,E,O
4,68,120,M,O
4,68,/,F,O
4,68,70-17,M,O
4,68,M,Ny,O
4,68,/,F,O
4,68,C,Ny,O
4,68,58P,M,O
4,68,.,F,O
4,69,Phối_màu,N,O
4,69,mới,R,O
4,69,phong_cách,V,O
4,69,cùng,A,O
4,69,tem,N,O
4,69,xe,N,O
4,69,cá_tính,N,O
4,69,Xe,Np,B-Cat
4,69,côn_tay,V,I-Cat
4,69,Honda,Np,B-Bra
4,69,Winner,Np,B-Mod
4,69,150,M,I-Mod
4,69,phiên_bản,N,B-Inf
4,69,cao,A,I-Inf
4,69,cấp2017,N,I-Inf
4,69,–,N,I-Inf
4,69,2018,M,I-Inf
4,69,sở_hữu,V,O
4,69,thiết_kế,V,O
4,69,nhiều,A,O
4,69,lớp,N,O
4,69,",",F,O
4,69,khung,N,B-Cat
4,69,và,C,O
4,69,vỏ,N,B-Cat
4,69,xe,N,I-Cat
4,69,cấu_tạo,V,O
4,69,3,M,O
4,69,chiều,N,O
4,69,",",F,O
4,69,góc_cạnh,N,O
4,69,trong,E,O
4,69,hình_dáng,N,O
4,69,một,M,O
4,69,chiếc,Nc,O
4,69,xe,N,O
4,69,underbone,V,O
4,69,thân_thiện,A,O
4,69,",",F,O
4,69,linh_hoạt,N,O
4,69,",",F,O
4,69,tạo,V,O
4,69,nên,C,O
4,69,thiết_kế,V,O
4,69,độc_đáo,A,O
4,69,",",F,O
4,69,riêng_biệt,A,O
4,69,.,F,O
4,70,Màu_sắc,N,O
4,70,và,C,O
4,70,tem,N,B-Cat
4,70,xe,N,I-Cat
4,70,ấn_tượng,N,B-Inf
4,70,Thiết_kế,V,O
4,70,sắc_sảo,A,O
4,70,",",F,O
4,70,mạnh_mẽ,A,O
4,70,Những,L,O
4,70,đường_nét,N,O
4,70,góc_cạnh,N,O
4,70,và,C,O
4,70,gân,N,O
4,70,nổi,V,O
4,70,trên,E,O
4,70,bề_mặt,N,O
4,70,kết_hợp,V,O
4,70,với,E,O
4,70,ốp,N,O
4,70,thân,N,O
4,70,dưới,E,O
4,70,cấu_tạo,N,O
4,70,liền,R,O
4,70,mạch,V,O
4,70,theo,E,O
4,70,chiều,N,O
4,70,dài,A,O
4,70,thân,N,O
4,70,xe,N,O
4,70,là,V,O
4,70,điểm,N,O
4,70,nhấn,V,O
4,70,thể_hiện,V,O
4,70,thiết_kế,V,O
4,70,mạnh,A,O
4,70,mẽnhưng,N,O
4,70,cũng,R,O
4,70,không,R,O
4,70,kém,A,O
4,70,phần,N,O
4,70,sắc_sảo,A,O
4,70,của,E,O
4,70,chiếc,Nc,O
4,70,xe,N,O
4,70,.,F,O
4,71,Đèn_pha,V,B-Cat
4,71,cao_cấp,N,I-Cat
4,71,LED,Ny,I-Cat
4,71,cùng,A,O
4,71,đèn,N,B-Cat
4,71,xi_nhan,N,I-Cat
4,71,",",F,O
4,71,đèn,N,B-Cat
4,71,định_vị,V,I-Cat
4,71,với,E,O
4,71,khả_năng,N,O
4,71,chiếu,N,B-Inf
4,71,sáng,N,I-Inf
4,71,vượt_trội,V,O
4,71,cũng,R,O
4,71,góp_phần,V,O
4,71,tạo,V,O
4,71,cho,E,O
4,71,Winner,Np,B-Mod
4,71,150,M,I-Mod
4,71,thiết_kế,N,B-Inf
4,71,độc_đáo,A,I-Inf
4,71,",",F,O
4,71,riêng_biệt,A,B-Inf
4,71,.,F,O
4,72,Kiểu_dáng,N,B-Inf
4,72,mạnh_mẽ,A,I-Inf
4,72,",",F,O
4,72,khỏe_khoắn,A,B-Inf
4,72,Đồng_hồ,N,B-Cat
4,72,hiện_đại,V,B-Inf
4,72,Đồng_hồ,N,B-Cat
4,72,dạng,N,B-Inf
4,72,analog,V,I-Inf
4,72,báo,N,O
4,72,số,N,O
4,72,vòng,N,O
4,72,tua,V,O
4,72,máy,N,O
4,72,kết_hợp,V,O
4,72,với,E,O
4,72,màn_hình,N,B-Cat
4,72,LCD,Ny,I-Cat
4,72,nhỏ,A,B-Inf
4,72,gọn,A,I-Inf
4,72,",",F,O
4,72,có,V,O
4,72,khả_năng,N,O
4,72,hiển_thị,V,O
4,72,cao,A,O
4,72,được,R,O
4,72,bố_trí,V,O
4,72,phía,N,O
4,72,bên,N,O
4,72,phải,V,O
4,72,trên,E,O
4,72,mặt,N,O
4,72,đồng_hồ,N,B-Cat
4,72,giúp,V,O
4,72,người,N,O
4,72,lái,V,O
4,72,dễ_dàng,A,O
4,72,quan_sát,V,O
4,72,các,L,O
4,72,thông_tin,N,O
4,72,cần_thiết,A,O
4,72,như,C,O
4,72,:,F,O
4,72,tốc_độ,N,O
4,72,",",F,O
4,72,cấp,N,O
4,72,số,N,O
4,72,",",F,O
4,72,mức,N,O
4,72,nhiên_liệu,N,O
4,72,...,F,O
4,73,Thiết_kế,V,O
4,73,khoa_học,N,O
4,73,",",F,O
4,73,hiện_đại,A,O
4,73,Động_cơ,N,B-Cat
4,73,150cc,M,B-Inf
4,73,",",F,O
4,73,DOHC,Ny,O
4,73,",",F,O
4,73,làm,V,O
4,73,mát,A,O
4,73,bằng,E,O
4,73,dung_dịch,N,O
4,73,Với,E,O
4,73,động_cơ,N,B-Cat
4,73,150cc,M,B-Inf
4,73,mạnh_mẽ,N,O
4,73,và,C,O
4,73,đầy,A,O
4,73,uy_lực,N,O
4,73,",",F,O
4,73,Winner,Np,B-Mod
4,73,150,M,I-Mod
4,73,luôn,R,O
4,73,sẵn_sàng,A,O
4,73,chinh_phục,V,O
4,73,mọi,L,O
4,73,thử_thách,N,O
4,73,.,F,O
4,74,Dù,C,O
4,74,ở,E,O
4,74,trong,E,O
4,74,thành_phố,N,O
4,74,hay,C,O
4,74,trên,E,O
4,74,những,L,O
4,74,cung,Nc,O
4,74,đường,N,O
4,74,dài,A,O
4,74,",",F,O
4,74,Winner,Np,B-Mod
4,74,150,M,I-Mod
4,74,chắc_chắn,N,O
4,74,sẽ,R,O
4,74,làm_bạn,V,O
4,74,hài_lòng,V,O
4,74,.,F,O
4,75,Động_cơ,N,B-Cat
4,75,dung_tích,N,O
4,75,lớn,A,B-Inf
4,75,150cc,M,I-Inf
4,75,",",F,O
4,75,PGM,Ny,O
4,75,-,F,O
4,75,FI,Ny,O
4,75,",",F,O
4,75,4,M,O
4,75,kỳ,N,O
4,75,",",F,O
4,75,xylanh,V,O
4,75,đơn,N,O
4,75,",",F,O
4,75,làm,V,O
4,75,mát,A,O
4,75,bằng,E,O
4,75,dung_dịch,N,O
4,75,tích_hợp,V,O
4,75,các,L,O
4,75,công_nghệ_tiên,N,O
4,75,tiếncủa,N,O
4,75,Honda,Np,B-Bra
4,75,cho,V,O
4,75,phép,N,O
4,75,xe,N,B-Cat
4,75,vận_hành,V,B-Inf
4,75,linh_hoạt,A,I-Inf
4,75,",",F,O
4,75,công_suất,N,B-Inf
4,75,mạnh_mẽ,A,I-Inf
4,75,",",F,O
4,75,nâng,V,O
4,75,cao,A,O
4,75,khả_năng,N,O
4,75,tiết_kiệm,V,O
4,75,nhiên_liệu,N,O
4,75,.,F,O
4,76,Hệ_thống,N,O
4,76,cam,N,O
4,76,đôi,M,O
4,76,DOHC,Ny,O
4,76,",",F,O
4,76,4,M,O
4,76,van,N,O
4,76,giúp,V,O
4,76,đạt,V,O
4,76,công_suất,N,O
4,76,và,C,O
4,76,momen,N,O
4,76,xoắn,V,O
4,76,cao,A,O
4,76,hơn,R,O
4,76,ở,E,O
4,76,tốc_độ,N,O
4,76,cao,A,O
4,76,",",F,O
4,76,đồng_thời,C,O
4,76,tối_ưu_hóa,V,O
4,76,sử_dụng,V,O
4,76,nhiên_liệu,N,O
4,76,",",F,O
4,76,lý_tưởng,N,O
4,76,cho,E,O
4,76,các,L,O
4,76,chuyến,N,O
4,76,đi,V,O
4,76,đường,N,O
4,76,dài,A,O
4,76,.,F,O
4,77,Côn_tay,N,O
4,77,",",F,O
4,77,hộp_số,N,O
4,77,6,M,O
4,77,cấp,N,O
4,77,Hệ_thống,N,O
4,77,côn_tay,V,O
4,77,với,E,O
4,77,hộp_số,N,O
4,77,6,M,O
4,77,cấp,N,O
4,77,linh_hoạt,N,O
4,77,",",F,O
4,77,tăng_cường,V,O
4,77,hiệu_quả,N,O
4,77,chạy,V,O
4,77,xe,N,B-Cat
4,77,ở,E,O
4,77,các,L,O
4,77,tốc_độ,N,O
4,77,khác,A,O
4,77,nhau,N,O
4,77,cũng,R,O
4,77,như,C,O
4,77,khả_năng,N,O
4,77,sang,V,B-Inf
4,77,số,N,I-Inf
4,77,nhẹ_nhàng,A,I-Inf
4,77,",",F,O
4,77,cho,E,O
4,77,người,N,O
4,77,lái,V,O
4,77,cảm_giác,N,O
4,77,phấn_khích,A,O
4,77,hơn,A,O
4,77,khi,N,O
4,77,điều_khiển,V,O
4,77,xe,N,B-Cat
4,77,.,F,O
4,78,Sang,V,B-Inf
4,78,số,N,I-Inf
4,78,nhẹ_nhàng,N,I-Inf
4,78,An_toàn,A,O
4,78,và,C,O
4,78,tính,V,O
4,78,tiện_ích,N,O
4,78,cao,A,O
4,78,Không,R,O
4,78,chỉ,R,O
4,78,mạnh_mẽ,A,O
4,78,",",F,O
4,78,Winner,Np,B-Mod
4,78,150,M,I-Mod
4,78,còn,R,O
4,78,được,V,O
4,78,trang_bị,V,O
4,78,nhiều,A,O
4,78,tiện_ích,N,O
4,78,vượt_trội,V,O
4,78,để,E,O
4,78,mang,V,O
4,78,đến,E,O
4,78,một,M,O
4,78,cảm_giác,N,O
4,78,lái_xe,V,O
4,78,hoàn_hảo,A,O
4,78,.,F,O
4,79,Bình,N,B-Cat
4,79,xăng,N,I-Cat
4,79,với,E,O
4,79,dung_tích,N,B-Inf
4,79,"4,5",M,I-Inf
4,79,lít,Nu,I-Inf
4,79,đảm_bảo,V,O
4,79,việc,Nc,O
4,79,cung_cấp,V,O
4,79,đủ,A,O
4,79,nhiên_liệu,V,O
4,79,ngay,R,O
4,79,cả,P,O
4,79,cho,E,O
4,79,những,L,O
4,79,chuyến,N,O
4,79,đi,V,O
4,79,dài,A,O
4,79,.,F,O
4,80,Bánh_xe,N,B-Cat
4,80,có,V,O
4,80,đường_kính,N,B-Inf
4,80,lớn,A,I-Inf
4,80,và,C,O
4,80,lốp,N,B-Cat
4,80,không,R,B-Inf
4,80,săm,N,I-Inf
4,80,tiết_diện,N,I-Inf
4,80,rộng,A,I-Inf
4,80,không,R,O
4,80,chỉ,R,O
4,80,tạo,V,O
4,80,nên,C,O
4,80,ấn_tượng,N,O
4,80,thể_thao,N,O
4,80,và,C,O
4,80,khỏe_khoắn,A,O
4,80,",",F,O
4,80,mà,C,O
4,80,còn,V,O
4,80,góp_phần,V,O
4,80,tăng,V,O
4,80,khả_năng,N,O
4,80,bám,V,O
4,80,đường,N,O
4,80,",",F,O
4,80,độ,N,O
4,80,ổn_định,A,O
4,80,của,E,O
4,80,xe,N,B-Cat
4,80,khi,N,O
4,80,di_chuyển,V,O
4,80,.,F,O
4,81,Phanh_đĩa,V,B-Cat
4,81,trước,N,I-Cat
4,81,với,E,O
4,81,đường_kính,N,B-Inf
4,81,rộng,A,I-Inf
4,81,kết_hợp,V,O
4,81,với,E,O
4,81,phanh,N,B-Cat
4,81,đĩa,N,I-Cat
4,81,sau,N,I-Cat
4,81,mang,V,O
4,81,lại,R,O
4,81,sự,Nc,O
4,81,an_tâm,A,O
4,81,cho,E,O
4,81,người,N,O
4,81,lái,V,O
4,81,.,F,O
4,82,Giảm_xóc,A,B-Cat
4,82,trước,E,I-Cat
4,82,dạng,N,B-Inf
4,82,ống,N,I-Inf
4,82,lồng,N,I-Inf
4,82,giảm_chấn,N,O
4,82,thủy_lực,N,O
4,82,và,C,O
4,82,giảm_xóc,A,B-Cat
4,82,sau,E,I-Cat
4,82,dạng,N,B-Inf
4,82,monoshock,N,I-Inf
4,82,vừa,R,O
4,82,thể_hiện,V,O
4,82,tính,N,O
4,82,mạnh,A,O
4,82,mẽvừa,A,O
4,82,đảm_bảo,V,O
4,82,độ,N,O
4,82,chắc_chắn,A,B-Inf
4,82,và,C,O
4,82,êm_ái,A,B-Inf
4,82,cho,E,O
4,82,xe,N,B-Cat
4,82,khi,N,O
4,82,di_chuyển,V,O
4,82,trên,E,O
4,82,nhiều,A,O
4,82,loại,Nc,O
4,82,địa_hình,N,O
4,82,.,F,O
4,83,Di_chuyển,V,O
4,83,ổn_định,A,O
4,83,trên,E,O
4,83,nhiều,A,O
4,83,địa_hình,N,O
4,83,khác,A,O
4,83,nhau,N,O
4,83,Thông_số,N,O
4,83,kỹ_thuật,N,O
4,83,Khoảng_cách,N,O
4,83,trục,V,B-Cat
4,83,bánh_xe,N,I-Cat
4,83,:,F,O
4,83,1.276,M,B-Inf
4,84,mm,Nu,B-Inf
4,84,Phuộc,Np,O
4,84,trước,A,O
4,84,:,F,O
4,84,Ống,N,O
4,84,lồng,N,O
4,84,",",F,O
4,84,giảm_chấn,N,O
4,84,thủy_lực,N,O
4,84,Phuộc,Np,O
4,84,sau,A,O
4,84,:,F,O
4,84,Lò_xo,N,O
4,84,trụ,V,O
4,84,đơn,N,O
4,84,Đường_kính,V,O
4,84,x,N,O
4,84,hành_trình,N,O
4,84,pít,N,O
4,84,-,F,O
4,84,tông,V,O
4,84,:,F,O
4,84,"57,3",M,O
4,84,x,N,O
4,84,"57,8",M,O
4,84,mm,Nu,O
4,84,Dung_tích,N,O
4,84,nhớt,V,O
4,84,máy,N,O
4,84,:,F,O
4,84,-,F,O
4,84,1.1,M,O
4,85,lít,Nu,O
4,85,khi,N,O
4,85,thay_nhớt,V,O
4,85,-,F,O
4,85,1.3,M,O
4,86,lít,Nu,O
4,86,khi,N,O
4,86,rã,V,O
4,86,máy,N,O
4,86,Bảo_hành,V,O
4,86,-,F,O
4,86,Thời_gian,N,O
4,86,bảo_hành,V,O
4,86,:,F,O
4,86,3,M,O
4,86,năm,N,O
4,86,hoặc,C,O
4,86,30.000,M,O
4,87,km,Nu,O
4,87,tùy,V,O
4,87,theo,V,O
4,87,điều_kiện,N,O
4,87,nào,P,O
4,87,đến,E,O
4,87,trước,N,O
4,87,",",F,O
4,87,kể,V,O
4,87,từ,E,O
4,87,thời_điểm,N,O
4,87,sản_phẩm,N,O
4,87,được,V,O
4,87,chính,T,O
4,87,người,N,O
4,87,dùng,V,O
4,87,đầu_tiên,A,O
4,87,mua,V,O
4,87,lần,N,O
4,87,đầu,N,O
4,87,hoặc,C,O
4,87,ngày,N,O
4,87,đăng_ký,V,O
4,87,chứng_nhận,V,O
4,87,bảo_hành,V,O
4,87,.,F,O
4,88,Điều_kiện,N,O
4,88,bảo_hành,V,O
4,88,theo,E,O
4,88,quy_định,N,O
4,88,của,E,O
4,88,Honda,Np,B-Bra
4,88,Việt_Nam,Np,O
4,88,.,F,O
4,89,*,F,O
4,89,Thông_số,N,O
4,89,kỹ_thuật,N,O
4,89,và,C,O
4,89,các,L,O
4,89,trang_thiết_bị,N,O
4,89,có_thể,R,O
4,89,thay_đổi,V,O
4,89,(,F,O
4,89,bởi,E,O
4,89,nhà,N,O
4,89,sản_xuất,V,O
4,89,),F,O
4,89,mà,C,O
4,89,không,R,O
4,89,được,V,O
4,89,thông_báo,V,O
4,89,trước,N,O
4,89,.,F,O
5,90,-,F,O
5,90,Nhớt,Np,B-Cat
5,90,xe_máy,N,I-Cat
5,90,BCP,Ny,B-Bra
5,90,tổng_hợp,A,O
5,90,từ,E,O
5,90,dầu,N,O
5,90,gốc,N,O
5,90,chất_lượng,N,O
5,90,cao,A,O
5,90,và,C,O
5,90,các,L,O
5,90,phụ_gia,N,O
5,90,đặc_biệt,A,O
5,90,giúp,V,O
5,90,tăng,V,O
5,90,thời_gian,N,O
5,90,thay,V,O
5,90,nhớt,N,O
5,90,lên,V,O
5,90,gấp,V,O
5,90,đôi,M,O
5,90,",",F,O
5,90,.,F,O
5,91,giúp,V,O
5,91,động_cơ,N,B-Cat
5,91,vận_hành,V,B-Inf
5,91,êm_ái,A,I-Inf
5,91,",",F,O
5,91,tăng,V,O
5,91,năng_suất,N,O
5,91,máy,N,O
5,91,",",F,O
5,91,c,N,O
5,91,.,F,O
5,92,hứa,V,O
5,92,các,L,O
5,92,phân_tử,N,O
5,92,tẩy_rửa,N,O
5,92,giúp,V,O
5,92,động_cơ,N,O
5,92,sạch,A,O
5,92,vượt_trội,V,O
5,92,",",F,O
5,92,ngăn_chặn,V,O
5,92,cặn,N,O
5,92,bùn,N,O
5,92,.,F,O
5,93,-,F,O
5,93,Nhớt,Np,B-Cat
5,93,hộp_số,V,I-Cat
5,93,xe,N,I-Cat
5,93,tay,N,I-Cat
5,93,ga,N,I-Cat
5,93,BCPùng,Ny,B-Bra
5,93,cho,E,O
5,93,hộp_số,N,B-Cat
5,93,xe,N,I-Cat
5,93,tay,N,I-Cat
5,93,ga,N,I-Cat
5,93,Honda,Np,B-Bra
5,93,",",F,O
5,93,Suzuki,Np,B-Bra
5,93,",",F,O
5,93,Yamaha,Np,B-Bra
5,93,",",F,O
5,93,hỗ_trợ,V,O
5,93,kéo,V,O
5,93,dài,A,O
5,93,tuổi_thọ,V,O
5,93,bộ,N,O
5,93,truyền,V,O
5,93,động,N,O
5,93,",",F,O
5,93,tăng,V,O
5,93,hiệu_suất,N,O
5,93,sử_dụng,V,O
5,93,cho,E,O
5,93,nhớt,N,O
5,93,trong,E,O
5,93,xe,N,B-Cat
5,93,và,C,O
5,93,giúp,V,O
5,93,bộ,N,O
5,93,truyền,V,O
5,93,động,N,O
5,93,hoạt_động,V,O
5,93,mượt_mà,A,O
5,93,.,F,O
5,94,-,F,O
5,94,Nhập_khẩu,V,O
5,94,từ,E,O
5,94,Thái_Lan,Np,O
5,94,.,F,O
5,95,Xuất_xứ,N,O
5,95,Thái_Lan,Np,O
5,95,Quy_cách,V,O
5,95,đóng_gói,N,O
5,95,Chai,Np,O
5,95,0.8,M,O
5,96,l,N,O
5,96,và,C,O
5,96,chai,N,O
5,96,120ml,M,O
5,96,.,F,O
5,97,Nhớt,Np,B-Cat
5,97,xe,V,I-Cat
5,97,tay,N,I-Cat
5,97,ga,N,I-Cat
5,97,BCP,Ny,B-Bra
5,97,SUPER,Ny,B-Mod
5,97,1,M,I-Mod
5,97,",",F,O
5,97,SAE,Ny,B-Mod
5,97,10W40,M,I-Mod
5,97,",",F,O
5,97,API,Ny,B-Mod
5,97,SL,Ny,I-Mod
5,97,",",F,O
5,97,JASO,Ny,B-Mod
5,97,MB,Ny,I-Mod
5,97,được,V,O
5,97,tổng_hợp,V,O
5,97,từ,E,O
5,97,dầu,N,O
5,97,gốc,N,O
5,97,chất_lượng,N,O
5,97,cao,A,O
5,97,và,C,O
5,97,các,L,O
5,97,phụ_gia,N,O
5,97,đặc_biệt,A,O
5,97,làmtăng,V,O
5,97,thời_gian,N,O
5,97,thay,V,O
5,97,nhớt,N,O
5,97,lên,V,O
5,97,gấp,V,O
5,97,đôi,M,O
5,97,giúp,V,O
5,97,tiết_kiệm,V,O
5,97,và,C,O
5,97,mang,V,O
5,97,lại,R,O
5,97,hiệu_quả,N,O
5,97,kinh_tế,N,O
5,97,cao,A,O
5,97,hơn,R,O
5,97,cho,E,O
5,97,người,N,O
5,97,dùng,V,O
5,97,.,F,O
5,98,Sản_phẩm,N,O
5,98,giúp,V,O
5,98,động_cơ,N,O
5,98,vận_hành,V,O
5,98,êm_ái,A,O
5,98,",",F,O
5,98,tăng,V,O
5,98,năng_suất,N,O
5,98,máy,N,O
5,98,.,F,O
5,99,Đồng_thời,N,O
5,99,",",F,O
5,99,nhớt,N,B-Cat
5,99,xe,N,I-Cat
5,99,tay,N,I-Cat
5,99,ga,N,I-Cat
5,99,BCPchứa,Ny,B-Bra
5,99,các,L,O
5,99,phân_tử,N,O
5,99,tẩy_rửa,N,O
5,99,giúp,V,O
5,99,động_cơ,N,B-Cat
5,99,sạch,A,B-Inf
5,99,vượt_trội,V,O
5,99,",",F,O
5,99,bảo_vệ,V,B-Inf
5,99,động_cơ,N,B-Cat
5,99,khỏi,V,O
5,99,cặn,N,O
5,99,dầu,N,O
5,99,",",F,O
5,99,đặc,N,B-Inf
5,99,dầu,N,I-Inf
5,99,",",F,O
5,99,chống,V,B-Inf
5,99,ô,N,I-Inf
5,99,xi_hóa,N,I-Inf
5,99,và,C,O
